"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"355","Caleb Jones","L.A","D","5","57.866666666667","0","0","0","0","0","-","6","0.00","0.08","15","9","3","1","1","0","2","1","1","0","0","1","2","1","8","7","4","0","0","-"
"356","Noah Juulsen","VAN","D","35","472.83333333333","0","0","0","0","0","0.00","24","0.00","0.97","68","34","20","3","4","5","21","8","7","1","0","7","40","12","88","78","36","0","0","-"
"361","Guillaume Brisebois","VAN","D","3","46.466666666667","0","0","0","0","0","0.00","2","0.00","0.09","6","5","0","0","0","0","0","0","0","0","0","0","0","1","2","5","4","0","0","-"
"367","Kyle Capobianco","DAL","D","1","10.716666666667","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","4","2","2","0","0","0","0","1","1","1","0","0","0","-"
"409","Julien Gauthier","NYI","R","1","7.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","-"
"410","Rasmus Asplund","FLA","C","2","15.05","0","0","0","0","0","-","1","0.00","0.17","2","2","2","0","1","0","0","0","0","0","0","0","0","1","1","3","0","0","1","0.00"
"414","Cam Dineen","EDM","D","1","14.133333333333","0","0","0","0","0","-","4","0.00","0.22","11","8","3","0","1","0","0","0","0","0","0","0","0","1","0","3","1","0","0","-"
"422","Riley Tufte","BOS","L","6","52.316666666667","0","0","0","0","0","-","1","0.00","0.03","5","1","2","0","0","0","4","2","2","0","0","1","3","0","8","4","1","1","1","50.00"
"430","Givani Smith","COL, S.J","R","13","81.683333333333","0","0","0","0","0","-","6","0.00","0.52","11","8","2","2","1","1","18","6","4","2","0","3","2","2","20","5","5","0","0","-"
"433","Riley Stillman","CAR","D","3","9.8333333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","5","1","0","1","0","1","0","0","4","3","0","0","0","-"
"445","Alex Nylander","TOR","L","5","41.066666666667","0","0","0","0","0","0.00","1","0.00","0.18","3","3","2","1","0","0","4","2","2","0","0","0","3","0","0","5","0","2","1","66.67"
"452","Michael Pezzetta","MTL","L","16","91.4","0","0","0","0","0","0.00","8","0.00","1.44","19","16","10","6","1","1","10","5","5","0","0","0","6","1","46","9","6","1","5","16.67"
"456","Nathan Clurman","PIT","D","1","11.083333333333","0","0","0","0","0","-","4","0.00","0.1","4","4","0","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"459","Dylan Coghlan","WPG","D","6","86.033333333333","0","0","0","0","0","0.00","9","0.00","0.4","20","16","4","0","1","5","4","2","2","0","0","0","8","2","2","4","6","0","0","-"
"463","Jeffrey Viel","BOS","L","4","30.716666666667","0","0","0","0","0","-","3","0.00","0.64","5","5","5","4","0","1","9","3","2","1","0","3","4","0","11","3","1","0","0","-"
"464","Alex Barré-Boulet","MTL","C","2","14.066666666667","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","2","1","1","0","0","0","0","1","2","1","0","0","0","-"
"465","Tye Felhaber","COL","L","5","27.4","0","0","0","0","0","-","2","0.00","0.11","4","2","4","1","0","0","0","0","0","0","0","0","0","1","7","3","0","0","0","-"
"472","Kailer Yamamoto","UTA","R","3","31.616666666667","0","0","0","0","0","-","1","0.00","0.09","2","2","2","0","0","0","0","0","0","0","0","1","0","0","2","7","0","2","0","100.00"
"486","Jonas Rondbjerg","VGK","R","12","107.33333333333","0","0","0","0","0","0.00","8","0.00","0.51","16","13","8","1","1","1","0","0","0","0","0","1","1","3","2","21","4","1","3","25.00"
"496","Shane Bowers","N.J","C","4","32.5","0","0","0","0","0","0.00","2","0.00","0.04","2","2","1","0","0","1","0","0","0","0","0","0","1","1","9","2","1","1","0","100.00"
"519","Emil Bemstrom","PIT","C","8","73.533333333333","0","0","0","0","0","-","7","0.00","0.75","16","9","11","4","2","2","0","0","0","0","0","1","3","0","6","5","2","0","1","0.00"
"524","Ben Jones","MIN","C","26","212.46666666667","0","0","0","0","0","0.00","25","0.00","2.38","51","40","23","10","3","4","10","2","0","2","0","4","9","2","50","17","11","12","13","48.00"
"548","Alexander Alexeyev","WSH","D","5","65.566666666667","0","0","0","0","0","0.00","4","0.00","0.08","8","6","1","0","0","1","0","0","0","0","0","0","2","0","6","9","10","0","0","-"
"550","Michael Callahan","BOS","D","11","132.76666666667","0","0","0","0","0","0.00","4","0.00","0.14","12","7","4","0","0","1","0","0","0","0","0","0","7","1","4","11","8","0","0","-"
"557","Grigori Denisenko","VGK","L","1","8.45","0","0","0","0","0","-","0","-","0.08","2","1","0","0","0","0","2","1","1","0","0","0","0","0","5","0","0","0","1","0.00"
"562","Liam Foudy","NYI","C","2","14.9","0","0","0","0","0","-","1","0.00","0.1","3","1","2","1","0","0","0","0","0","0","0","0","0","1","0","3","1","0","0","-"
"568","Adam Ginning","PHI","D","1","12.566666666667","0","0","0","0","0","-","0","-","0","3","0","1","0","0","1","0","0","0","0","0","0","1","0","1","3","1","0","0","-"
"574","Jan Jenik","OTT","C","2","15.383333333333","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","2","33.33"
"591","Spencer Stastney","NSH","D","12","180.73333333333","0","0","0","0","0","0.00","10","0.00","0.69","29","18","9","1","2","0","0","0","0","0","0","1","11","1","2","16","8","0","0","-"
"593","Angus Crookshank","OTT","L","1","13.85","0","0","0","0","0","0.00","3","0.00","0.34","4","4","2","2","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0.00"
"595","Rafael Harvey-Pinard","MTL","L","1","8.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"598","Reese Johnson","MIN","C","3","28.566666666667","0","0","0","0","0","-","1","0.00","0.11","3","1","2","1","0","0","0","0","0","0","0","0","1","0","6","3","3","0","0","-"
"605","Jake Lucchini","NSH","C","3","28.4","0","0","0","0","0","0.00","2","0.00","0.16","3","3","1","1","0","0","2","1","1","0","0","0","0","0","2","3","0","1","1","50.00"
"606","Corey Schueneman","STL","D","4","54.466666666667","0","0","0","0","0","0.00","4","0.00","0.13","9","6","3","0","0","0","0","0","0","0","0","0","2","0","1","5","7","0","0","-"
"607","Mason Morelli","VGK","L","1","7.45","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-"
"610","Jimmy Schuldt","S.J","D","2","29.933333333333","0","0","0","0","0","-","4","0.00","0.09","7","5","2","0","2","0","0","0","0","0","0","1","2","1","2","5","0","0","0","-"
"613","Nolan Foote","N.J","L","2","21.533333333333","0","0","0","0","0","-","0","-","0.14","5","4","1","1","0","0","0","0","0","0","0","0","1","0","2","3","0","0","0","-"
"621","Raphael Lavoie","VGK","C","9","84.733333333333","0","0","0","0","0","0.00","10","0.00","1.35","24","16","10","6","1","4","2","1","1","0","0","1","3","0","16","10","0","0","2","0.00"
"623","Daniil Misyul","N.J","D","1","12.383333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","-"
"625","Samuel Bolduc","NYI","D","1","5.9333333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"635","Ryan Johnson","BUF","D","3","50.9","0","0","0","0","0","-","3","0.00","0.56","11","8","3","2","0","1","4","2","2","0","0","0","2","0","1","9","4","0","0","-"
"639","Ryan Suzuki","CAR","C","2","13.183333333333","0","0","0","0","0","0.00","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","4","42.86"
"647","Nathan Légaré","N.J","R","3","31.65","0","0","0","0","0","-","3","0.00","0.37","4","3","3","2","0","1","0","0","0","0","0","0","0","0","12","0","1","0","0","-"
"650","Tobias Bjornfot","FLA","D","8","99.533333333333","0","0","0","0","0","0.00","8","0.00","0.61","19","12","8","1","0","5","0","0","0","0","0","0","2","1","10","19","5","0","0","-"
"669","Maxwell Crozier","T.B","D","5","83","0","0","0","0","0","0.00","9","0.00","0.42","20","13","3","1","1","2","0","0","0","0","0","0","6","0","11","9","6","0","0","-"
"673","Matt Stienburg","COL","C","8","43.5","0","0","0","0","0","0.00","4","0.00","0.36","8","6","5","4","1","0","7","2","1","1","0","5","2","0","16","6","1","0","0","-"
"678","Jacob Gaucher","PHI","C","4","29.366666666667","0","0","0","0","0","0.00","3","0.00","0.27","4","4","2","1","1","0","0","0","0","0","0","0","0","1","4","4","2","10","5","66.67"
"681","Connor Mackey","NYR","D","2","29.25","0","0","0","0","0","0.00","1","0.00","0.02","4","2","2","0","0","0","5","1","0","1","0","1","1","0","4","2","1","0","0","-"
"691","Jack Finley","T.B","C","1","8.4166666666667","0","0","0","0","0","0.00","1","0.00","0.1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","3","2","60.00"
"694","Daemon Hunt","MIN","D","1","7.4166666666667","0","0","0","0","0","-","2","0.00","0.05","5","3","2","0","1","0","0","0","0","0","0","0","0","1","1","0","2","0","0","-"
"698","Vasily Ponomarev","PIT","C","4","36.866666666667","0","0","0","0","0","-","4","0.00","0.06","7","4","2","0","0","1","2","1","1","0","0","0","2","2","1","6","1","1","4","20.00"
"712","Donovan Sebrango","OTT","D","2","20.616666666667","0","0","0","0","0","-","0","-","0","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"720","Brendan Brisson","VGK","C","9","88.8","0","0","0","0","0","0.00","7","0.00","0.55","18","12","7","2","0","2","0","0","0","0","0","0","1","1","9","11","0","0","0","-"
"744","Chase Bradley","COL","L","2","11.15","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","-"
"747","Josh Dunne","BUF","C","1","7.2666666666667","0","0","0","0","0","-","1","0.00","0.17","4","4","1","0","1","0","5","1","0","1","0","1","0","0","4","4","1","1","2","33.33"
"750","Mike Hardman","N.J","L","1","8.2333333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","-"
"768","Oskar Olausson","COL","R","2","13.616666666667","0","0","0","0","0","-","3","0.00","0.1","3","3","2","0","0","0","0","0","0","0","0","0","2","0","1","3","2","0","0","-"
"777","James Malatesta","CBJ","L","2","21.016666666667","0","0","0","0","0","0.00","0","-","0.08","1","1","1","0","0","0","0","0","0","0","0","0","4","1","6","3","1","1","0","100.00"
"779","Brennan Othmann","NYR","L","8","76.9","0","0","0","0","0","0.00","8","0.00","1.06","19","13","10","4","0","2","2","1","1","0","0","1","3","0","17","5","4","0","0","-"
"780","Joshua Roy","MTL","R","5","56.466666666667","0","0","0","0","0","-","4","0.00","0.5","10","8","6","3","1","1","2","1","1","0","0","1","2","3","1","8","1","0","0","-"
"783","Fabian Lysell","BOS","R","1","10.5","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"784","Isak Rosen","BUF","R","3","28.9","0","0","0","0","0","-","2","0.00","0.06","5","2","3","1","1","0","0","0","0","0","0","0","3","1","2","6","0","0","0","-"
"788","Carter Mazur","DET","L","1","1.1666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"792","Michael Milne","MIN","L","1","6.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-"
"795","Jacob Melanson","SEA","R","1","9.8833333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","4","1","0","0","0","-"
"813","Joakim Kemell","NSH","R","2","19.3","0","0","0","0","0","0.00","5","0.00","0.54","8","6","4","2","0","1","0","0","0","0","0","1","1","0","4","5","1","0","0","-"
"814","Kevin Korchinski","CHI","D","9","138.75","0","0","0","0","0","0.00","7","0.00","0.32","20","11","7","2","1","0","4","2","2","0","0","1","7","3","1","12","5","0","0","-"
"819","Tristan Luneau","ANA","D","6","94.766666666667","0","0","0","0","0","0.00","6","0.00","0.21","13","9","3","0","0","0","2","1","1","0","0","0","6","1","5","5","9","0","0","-"
"821","Rutger McGroarty","PIT","R","3","34.65","0","0","0","0","0","-","2","0.00","0.05","3","2","0","0","0","0","0","0","0","0","0","0","0","1","4","3","0","0","1","0.00"
"826","Simon Nemec","N.J","D","16","225.16666666667","0","0","0","0","0","0.00","9","0.00","0.5","27","17","9","0","1","0","8","4","4","0","0","0","14","5","1","8","16","0","0","-"
"833","Brian Halonen","N.J","L","2","23.35","0","0","0","0","0","-","2","0.00","0.09","5","3","1","0","0","2","0","0","0","0","0","0","2","1","2","2","1","0","0","-"
"834","Owen Sillinger","CBJ","C","1","11.05","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","2","1","1","0","0","0","1","1","1","2","1","2","3","40.00"
"839","Ben Meyers","SEA","C","8","66.616666666667","0","0","0","0","0","0.00","4","0.00","0.44","10","5","7","5","0","1","2","1","1","0","0","0","1","1","9","7","1","24","25","48.98"
"843","Nikita Grebenkin","TOR","R","7","58.966666666667","0","0","0","0","0","-","2","0.00","0.28","5","3","4","3","0","1","2","1","1","0","0","1","1","1","13","9","1","1","0","100.00"
"853","Samuel Honzek","CGY","L","5","52.566666666667","0","0","0","0","0","0.00","5","0.00","0.69","6","6","6","3","0","1","2","1","1","0","0","1","4","1","5","4","2","0","0","-"
"856","Jason Polin","COL","R","2","10.366666666667","0","0","0","0","0","-","3","0.00","0.11","6","3","4","0","0","1","0","0","0","0","0","1","0","0","1","1","1","1","0","100.00"
"859","Nikolas Matinpalo","OTT","D","25","305.16666666667","0","0","0","0","0","0.00","30","0.00","1.15","62","43","9","2","4","7","12","6","6","0","0","1","21","5","13","61","16","0","0","-"
"861","Jett Luchanko","PHI","C","4","43.05","0","0","0","0","0","0.00","3","0.00","0.82","7","6","5","3","0","1","2","1","1","0","0","2","1","1","6","3","0","16","13","55.17"
"862","Artyom Levshunov","CHI","D","1","19.1","0","0","0","0","0","-","2","0.00","0.08","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","-"
"865","Jacob Quillan","TOR","C","1","4.8666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"870","Jere Innala","COL","L","15","99.616666666667","0","0","0","0","0","0.00","3","0.00","0.97","14","11","9","6","0","0","2","1","1","0","0","2","2","1","19","12","5","0","2","0.00"
"871","Nikita Prishchepov","COL","C","10","63.666666666667","0","0","0","0","0","0.00","4","0.00","0.16","10","7","3","1","2","1","0","0","0","0","0","1","2","0","10","3","2","0","0","-"
